modelo,threshold,precision,recall,f1,cost_q,alertas_por_100k
A,0.0019924420822580633,0.040005316321105794,0.9966887417218543,0.07692307692307693,1304340.0,84940.1670806051
A,0.0020175999917257264,0.04014403841024273,0.9966887417218543,0.07717948717948718,1299660.0,84646.64709866788
A,0.002021576649954899,0.04016010673782522,0.9966887417218543,0.07720918301910992,1299120.0,84612.77940844434
A,0.002044183618332517,0.040316099651754624,0.9966887417218543,0.0774974253347065,1293900.0,84285.3917362836
A,0.0020541510835439293,0.040381003488060105,0.9966887417218543,0.07761732851985559,1291740.0,84149.92097538948
A,0.0020687386794590585,0.040473309130025545,0.9966887417218543,0.07778782788473963,1288680.0,83958.00406412283
A,0.002097296304231318,0.040620782726045884,0.9966887417218543,0.07806016597510372,1283820.0,83653.19485211109
A,0.002098713921502237,0.0406317494600432,0.9966887417218543,0.0780804150453956,1283460.0,83630.61639196206
A,0.002135806256512839,0.04079143515381488,0.9966887417218543,0.07837521156099465,1278240.0,83303.22871980131
A,0.002148478756961425,0.040863426554439315,0.9966887417218543,0.07850808555033907,1275900.0,83156.46872883268
A,0.002170161991395267,0.040952380952380955,0.9966887417218543,0.07867224255096707,1273020.0,82975.84104764056
A,0.002200958413347242,0.04110898661567878,0.9966887417218543,0.07896117523609654,1267980.0,82659.7426055543
A,0.002202216323628483,0.041114601830351045,0.9966887417218543,0.07897153351698806,1267800.0,82648.45337547979
A,0.0022312180222919782,0.041278113000548546,0.9966887417218543,0.07927311035027654,1262580.0,82321.06570331904
A,0.0022435166864402147,0.04135751580104424,0.9966887417218543,0.07941952506596306,1260060.0,82163.01648227591
A,0.0022698522538761798,0.04144292991876635,0.9966887417218543,0.07957699933906147,1257360.0,81993.67803115828
A,0.002305207016081092,0.041603317208016584,0.9966887417218543,0.07987262836672415,1252320.0,81677.57958907202
A,0.0023053999792125436,0.041609068288636995,0.9966887417218543,0.0798832271762208,1252140.0,81666.29035899752
A,0.0023384568205023397,0.0417765440666204,0.9966887417218543,0.08019182096709739,1246920.0,81338.90268683675
A,0.0023528670640050754,0.04185787790293422,0.9966887417218543,0.08034165220872815,1244400.0,81180.85346579364
A,0.002369621929586648,0.0419453734671126,0.9966887417218543,0.08050280823749666,1241700.0,81011.515014676
A,0.002398088846436596,0.04211557296767875,0.9966887417218543,0.0808162169418714,1236480.0,80684.12734251525
A,0.002398620986173877,0.04211557296767875,0.9966887417218543,0.0808162169418714,1236480.0,80684.12734251525
A,0.002426106915664469,0.04228715931441416,0.9966887417218543,0.08113207547169811,1231260.0,80356.73967035448
A,0.002444572815790787,0.042376460650429396,0.9966887417218543,0.0812964213369345,1228560.0,80187.40121923685
A,0.0024572402109279885,0.042460149527436875,0.9966887417218543,0.08145041266405087,1226040.0,80029.35199819373
A,0.002500328125481666,0.04263456090651558,0.9966887417218543,0.08177125781037761,1220820.0,79701.96432603296
A,0.0025003990922067647,0.04264060065165037,0.9966887417218543,0.08178236652628719,1220640.0,79690.67509595845
A,0.0025442890103475856,0.042810411036836866,0.9966887417218543,0.08209464066548479,1215600.0,79374.57665387221
A,0.0025600590095555126,0.04290805416963649,0.9966887417218543,0.08227415607489409,1212720.0,79193.94897268007
A,0.0025709961601033922,0.04298771779491574,0.9966887417218543,0.08242059145673604,1210380.0,79047.18898171144
A,0.0026031485803684863,0.043166499354653665,0.9966887417218543,0.0827491408934708,1205160.0,78719.80130955069
A,0.0026033139687722407,0.04317269076305221,0.9966887417218543,0.08276051690954084,1204980.0,78708.51207947618
A,0.0026346134740960793,0.04334677419354839,0.9966887417218543,0.0830803201766492,1199940.0,78392.41363738994
A,0.002649719883131565,0.04344688221709007,0.9966887417218543,0.08326417704011065,1197060.0,78211.78595619778
A,0.0026625604923376993,0.04352856109906002,0.9966887417218543,0.08341416100872939,1194720.0,78065.02596522917
A,0.0027007765370226726,0.04371187917513796,0.9966887417218543,0.08375069560378408,1189500.0,77737.6382930684
A,0.0027012677085553223,0.0437245787332946,0.9966887417218543,0.08377400500974116,1189140.0,77715.0598329194
A,0.002731862986200104,0.043896747848913516,0.9966887417218543,0.08408995669786282,1184280.0,77410.25062090765
A,0.0027580180556197173,0.044005847953216375,0.9966887417218543,0.08429011481377767,1181220.0,77218.33370964101
A,0.0027777419442918277,0.04408318687756298,0.9966887417218543,0.0844319775596073,1179060.0,77082.8629487469
A,0.0028087265523915324,0.04427121635534637,0.9966887417218543,0.08477679200112659,1173840.0,76755.47527658613
A,0.0028110058771444422,0.044290759270158915,0.9966887417218543,0.08481262327416172,1173300.0,76721.6075863626
A,0.0028418018716380128,0.044460856720827176,0.9966887417218543,0.08512443438914026,1168620.0,76428.08760442538
A,0.0028597798790440526,0.04457938388625592,0.9966887417218543,0.08534165012758718,1165380.0,76224.88146308421
A,0.002869011009498112,0.0446521287642783,0.9966887417218543,0.08547493965639642,1163400.0,76100.69993226462
A,0.0029079130696956557,0.044845053635280095,0.9966887417218543,0.08582834331337326,1158180.0,75773.31226010386
A,0.0029098198677515847,0.0448651065732598,0.9966887417218543,0.08586506917700756,1157640.0,75739.44456988033
A,0.002945198401728902,0.04503965285051623,0.9966887417218543,0.086184681460272,1152960.0,75445.9245879431
A,0.002961557762886821,0.04486121530382595,0.9900662251655629,0.08583321372183148,1158480.0,75242.71844660194
A,0.0029726555178898684,0.04493537721671175,0.9900662251655629,0.08596894767107532,1156500.0,75118.53691578234
A,0.0030059021706333264,0.04513207547169811,0.9900662251655629,0.0863288580915259,1151280.0,74791.14924362158
A,0.003009824062038541,0.045159341489201026,0.9900662251655629,0.08637873754152824,1150560.0,74745.99232332355
A,0.0030505883534896415,0.04533050333535476,0.9900662251655629,0.08669179472310815,1146060.0,74463.76157146083
A,0.003090940634464154,0.04546145659115098,0.9900662251655629,0.0869312400058148,1142640.0,74249.26620004517
A,0.0031073107057390317,0.045530683721638494,0.9900662251655629,0.08705779589459892,1140840.0,74136.37389930007
A,0.003149997282067484,0.04573263995105537,0.9900662251655629,0.08742690058479531,1135620.0,73808.9862271393
A,0.003152911334367446,0.04576764120618399,0.9900662251655629,0.08749085588880762,1134720.0,73752.54007676676
A,0.0031983237816268716,0.045936395759717315,0.9900662251655629,0.08779914843635296,1130400.0,73481.59855497855
